Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,SendPayment,1774504149.745499,1138,9,1
3,DepositChecking,1774504149.755299,818,3,1
1,Amalgamate,1774504149.765281,869,1,1
4,SendPayment,1774504149.775281,838,0,1
2,Balance,1774504149.787372,862,6,1
3,DepositChecking,1774504149.795317,682,4,1
5,TransactSavings,1774504149.807318,723,10,1
2,Balance,1774504149.815301,648,2,1
3,DepositChecking,1774504149.826377,668,8,1
4,SendPayment,1774504149.837127,970,5,1
5,TransactSavings,1774504149.846934,728,12,1
2,Balance,1774504149.855283,643,11,1
4,SendPayment,1774504149.867368,598,13,1
3,DepositChecking,1774504149.876287,613,14,1
3,DepositChecking,1774504149.887152,646,15,1
1,Amalgamate,1774504149.896947,628,17,1
3,DepositChecking,1774504149.906769,743,16,1
1,Amalgamate,1774504149.915259,735,18,1
4,SendPayment,1774504149.925490,23260,19,1
2,Balance,1774504149.943464,6429,7,1
5,TransactSavings,1774504149.948403,3190,9,1
6,WriteCheck,1774504149.959361,27374,3,1
3,DepositChecking,1774504149.976676,10475,1,1
2,Balance,1774504149.980165,7033,0,1
2,Balance,1774504149.986525,924,6,1
6,WriteCheck,1774504149.997910,1863,4,1
3,DepositChecking,1774504150.005419,595,10,1
4,SendPayment,1774504150.016123,5971,2,1
4,SendPayment,1774504150.025538,2249,8,1
4,SendPayment,1774504150.035779,972,5,1
4,SendPayment,1774504150.045286,997,12,1
2,Balance,1774504150.057370,445,11,1
3,DepositChecking,1774504150.066882,589,13,1
1,Amalgamate,1774504150.075269,994,14,1
1,Amalgamate,1774504150.087369,853,15,1
4,SendPayment,1774504150.096882,825,17,1
1,Amalgamate,1774504150.107011,455,16,1
6,WriteCheck,1774504150.116248,952,18,1
2,Balance,1774504150.125264,568,19,1
5,TransactSavings,1774504150.137377,435,7,1
5,TransactSavings,1774504150.146853,411,9,1
2,Balance,1774504150.155258,377,3,1
6,WriteCheck,1774504150.166314,398,1,1
1,Amalgamate,1774504150.176329,418,0,1
2,Balance,1774504150.185222,724,6,1
3,DepositChecking,1774504150.195266,283,4,1
2,Balance,1774504150.207315,304,10,1
1,Amalgamate,1774504150.216304,420,2,1
3,DepositChecking,1774504150.225416,332,8,1
6,WriteCheck,1774504150.235292,406,5,1
3,DepositChecking,1774504150.245225,400,12,1
4,SendPayment,1774504150.255285,397,11,1
4,SendPayment,1774504150.265261,414,13,1
6,WriteCheck,1774504150.276252,305,14,1
6,WriteCheck,1774504150.287159,439,15,1
5,TransactSavings,1774504150.295297,467,17,1
2,Balance,1774504150.307270,1030,16,1
4,SendPayment,1774504150.316910,510,18,1
1,Amalgamate,1774504150.325260,419,19,1
1,Amalgamate,1774504150.335278,878,7,1
6,WriteCheck,1774504150.345279,429,9,1
5,TransactSavings,1774504150.355272,447,3,1
1,Amalgamate,1774504150.365299,477,1,1
4,SendPayment,1774504150.376250,488,0,1
4,SendPayment,1774504150.385281,491,6,1
4,SendPayment,1774504150.395326,500,4,1
6,WriteCheck,1774504150.405280,1212,10,1
2,Balance,1774504150.416435,743,2,1
4,SendPayment,1774504150.426685,618,8,1
6,WriteCheck,1774504150.435277,568,5,1
6,WriteCheck,1774504150.445291,579,12,1
4,SendPayment,1774504150.455283,671,11,1
6,WriteCheck,1774504150.466184,964,13,1
1,Amalgamate,1774504150.475461,895,14,1
3,DepositChecking,1774504150.485301,842,15,1
4,SendPayment,1774504150.497425,890,17,1
6,WriteCheck,1774504150.507108,1193,16,1
4,SendPayment,1774504150.516090,1123,18,1
2,Balance,1774504150.526281,1011,19,1
4,SendPayment,1774504150.535515,1163,7,1
5,TransactSavings,1774504150.546371,972,9,1
6,WriteCheck,1774504150.556378,1003,3,1
4,SendPayment,1774504150.565835,1030,1,1
5,TransactSavings,1774504150.575326,1117,0,1
6,WriteCheck,1774504150.587436,1084,6,1
1,Amalgamate,1774504150.596135,730,4,1
2,Balance,1774504150.607195,886,10,1
3,DepositChecking,1774504150.616954,895,2,1
3,DepositChecking,1774504150.627012,842,8,1
4,SendPayment,1774504150.636995,928,5,1
4,SendPayment,1774504150.647010,1020,12,1
2,Balance,1774504150.656986,830,11,1
4,SendPayment,1774504150.666994,993,13,1
1,Amalgamate,1774504150.676488,922,14,1
3,DepositChecking,1774504150.685345,923,15,1
3,DepositChecking,1774504150.696156,1130,17,1
4,SendPayment,1774504150.707233,866,16,1
4,SendPayment,1774504150.716342,782,18,1
2,Balance,1774504150.725189,505,19,1
1,Amalgamate,1774504150.736275,429,7,1
1,Amalgamate,1774504150.745259,446,9,1
2,Balance,1774504150.756910,481,3,1
2,Balance,1774504150.766228,434,1,1
4,SendPayment,1774504150.775350,439,0,1
6,WriteCheck,1774504150.787317,445,6,1
4,SendPayment,1774504150.795278,401,4,1
6,WriteCheck,1774504150.805267,398,10,1
6,WriteCheck,1774504150.817374,451,2,1
1,Amalgamate,1774504150.825391,400,8,1
4,SendPayment,1774504150.835260,399,5,1
3,DepositChecking,1774504150.847292,494,12,1
3,DepositChecking,1774504150.856869,1453,11,1
5,TransactSavings,1774504150.867008,384,13,1
4,SendPayment,1774504150.875225,314,14,1
4,SendPayment,1774504150.885225,438,15,1
4,SendPayment,1774504150.896297,502,17,1
3,DepositChecking,1774504150.905258,422,16,1
1,Amalgamate,1774504150.917381,451,18,1
6,WriteCheck,1774504150.926386,436,19,1
3,DepositChecking,1774504150.935291,460,7,1
6,WriteCheck,1774504150.945258,469,9,1
2,Balance,1774504150.955283,518,3,1
6,WriteCheck,1774504150.965255,594,1,1
4,SendPayment,1774504150.976604,745,0,1
1,Amalgamate,1774504150.987091,607,6,1
5,TransactSavings,1774504150.995292,552,4,1
2,Balance,1774504151.005343,566,10,1
2,Balance,1774504151.015336,741,2,1
4,SendPayment,1774504151.025499,1002,8,1
2,Balance,1774504151.036301,884,5,1
4,SendPayment,1774504151.047163,831,12,1
2,Balance,1774504151.056517,836,11,1
6,WriteCheck,1774504151.067107,840,13,1
6,WriteCheck,1774504151.075487,1104,14,1
4,SendPayment,1774504151.087396,865,15,1
3,DepositChecking,1774504151.095296,838,17,1
5,TransactSavings,1774504151.105331,796,16,1
1,Amalgamate,1774504151.117426,1040,18,1
5,TransactSavings,1774504151.126276,899,19,1
6,WriteCheck,1774504151.135291,857,7,1
4,SendPayment,1774504151.146376,1008,9,1
6,WriteCheck,1774504151.156296,898,3,1
3,DepositChecking,1774504151.166130,687,1,1
1,Amalgamate,1774504151.175895,945,0,1
5,TransactSavings,1774504151.185776,954,6,1
5,TransactSavings,1774504151.196358,882,4,1
4,SendPayment,1774504151.205333,934,10,1
4,SendPayment,1774504151.215287,808,2,1
5,TransactSavings,1774504151.225307,879,8,1
1,Amalgamate,1774504151.237415,943,5,1
3,DepositChecking,1774504151.245270,856,12,1
3,DepositChecking,1774504151.255268,812,11,1
2,Balance,1774504151.265272,819,13,1
5,TransactSavings,1774504151.275262,856,14,1
4,SendPayment,1774504151.285253,799,15,1
6,WriteCheck,1774504151.295350,857,17,1
5,TransactSavings,1774504151.307353,806,16,1
3,DepositChecking,1774504151.316336,867,18,1
3,DepositChecking,1774504151.325438,916,19,1
6,WriteCheck,1774504151.335264,808,7,1
4,SendPayment,1774504151.346358,925,9,1
1,Amalgamate,1774504151.357154,931,3,1
2,Balance,1774504151.365362,910,1,1
4,SendPayment,1774504151.376357,903,0,1
5,TransactSavings,1774504151.387165,860,6,1
4,SendPayment,1774504151.396969,946,4,1
4,SendPayment,1774504151.405263,917,10,1
3,DepositChecking,1774504151.417440,865,2,1
6,WriteCheck,1774504151.425434,824,8,1
5,TransactSavings,1774504151.437414,920,5,1
1,Amalgamate,1774504151.445272,968,12,1
1,Amalgamate,1774504151.457350,1073,11,1
5,TransactSavings,1774504151.466301,810,13,1
5,TransactSavings,1774504151.476508,868,14,1
6,WriteCheck,1774504151.485270,807,15,1
3,DepositChecking,1774504151.495280,1089,17,1
2,Balance,1774504151.505269,862,16,1
1,Amalgamate,1774504151.515351,949,18,1
5,TransactSavings,1774504151.525359,956,19,1
