Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,SendPayment,1774936224.407229,905,3,1
2,Balance,1774936224.415123,734,1,1
3,DepositChecking,1774936224.425099,714,5,1
3,DepositChecking,1774936224.435069,791,7,1
2,Balance,1774936224.445562,678,4,1
2,Balance,1774936224.455106,618,12,1
3,DepositChecking,1774936224.466950,621,6,1
2,Balance,1774936224.476458,596,0,1
4,SendPayment,1774936224.485645,578,9,1
4,SendPayment,1774936224.496124,649,8,1
1,Amalgamate,1774936224.506670,712,11,1
5,TransactSavings,1774936224.515062,584,10,1
4,SendPayment,1774936224.525123,590,13,1
3,DepositChecking,1774936224.535096,575,14,1
6,WriteCheck,1774936224.545097,594,16,1
2,Balance,1774936224.555129,847,15,1
6,WriteCheck,1774936224.566946,759,17,1
1,Amalgamate,1774936224.575323,842,18,1
4,SendPayment,1774936224.585057,895,19,1
3,DepositChecking,1774936224.595099,824,2,1
2,Balance,1774936224.605133,834,3,1
1,Amalgamate,1774936224.616942,781,1,1
1,Amalgamate,1774936224.626442,819,5,1
5,TransactSavings,1774936224.636156,484,7,1
6,WriteCheck,1774936224.645099,451,4,1
6,WriteCheck,1774936224.656947,416,12,1
5,TransactSavings,1774936224.666053,449,6,1
6,WriteCheck,1774936224.675117,363,0,1
1,Amalgamate,1774936224.686629,1019,9,1
2,Balance,1774936224.695233,779,8,1
3,DepositChecking,1774936224.705063,670,11,1
6,WriteCheck,1774936224.715058,757,10,1
1,Amalgamate,1774936224.726956,847,13,1
3,DepositChecking,1774936224.736458,766,14,1
6,WriteCheck,1774936224.745100,520,16,1
3,DepositChecking,1774936224.756999,463,15,1
5,TransactSavings,1774936224.765089,444,17,1
6,WriteCheck,1774936224.775121,1053,18,1
3,DepositChecking,1774936224.785102,899,19,1
1,Amalgamate,1774936224.795127,429,2,1
1,Amalgamate,1774936224.805098,445,3,1
4,SendPayment,1774936224.815308,378,1,1
1,Amalgamate,1774936224.825093,395,5,1
4,SendPayment,1774936224.836136,408,7,1
2,Balance,1774936224.845093,414,4,1
2,Balance,1774936224.855098,854,12,1
4,SendPayment,1774936224.866947,810,6,1
5,TransactSavings,1774936224.876447,408,0,1
5,TransactSavings,1774936224.885160,424,9,1
2,Balance,1774936224.895115,399,8,1
6,WriteCheck,1774936224.906943,430,11,1
4,SendPayment,1774936224.916104,439,10,1
2,Balance,1774936224.925065,418,13,1
6,WriteCheck,1774936224.935108,402,14,1
4,SendPayment,1774936224.946945,937,16,1
2,Balance,1774936224.956449,741,15,1
3,DepositChecking,1774936224.965113,895,17,1
5,TransactSavings,1774936224.975130,466,18,1
3,DepositChecking,1774936224.986186,321,19,1
2,Balance,1774936224.996687,299,2,1
5,TransactSavings,1774936225.006524,416,3,1
4,SendPayment,1774936225.014578,489,1,1
3,DepositChecking,1774936225.025137,455,5,1
4,SendPayment,1774936225.037029,700,7,1
4,SendPayment,1774936225.045152,1253,4,1
5,TransactSavings,1774936225.055001,515,12,1
1,Amalgamate,1774936225.065074,583,6,1
1,Amalgamate,1774936225.076738,1544,0,1
1,Amalgamate,1774936225.086537,645,9,1
1,Amalgamate,1774936225.095115,878,8,1
4,SendPayment,1774936225.105163,870,11,1
6,WriteCheck,1774936225.115199,769,10,1
2,Balance,1774936225.125127,835,13,1
1,Amalgamate,1774936225.135109,837,14,1
1,Amalgamate,1774936225.146967,954,16,1
1,Amalgamate,1774936225.155945,946,15,1
1,Amalgamate,1774936225.165121,947,17,1
3,DepositChecking,1774936225.177011,879,18,1
4,SendPayment,1774936225.186172,911,19,1
1,Amalgamate,1774936225.195113,774,2,1
2,Balance,1774936225.206969,855,3,1
3,DepositChecking,1774936225.216491,729,1,1
6,WriteCheck,1774936225.226610,762,5,1
6,WriteCheck,1774936225.236260,753,7,1
2,Balance,1774936225.245576,849,4,1
1,Amalgamate,1774936225.255051,792,12,1
1,Amalgamate,1774936225.266994,1039,6,1
3,DepositChecking,1774936225.276506,1019,0,1
5,TransactSavings,1774936225.285899,837,9,1
5,TransactSavings,1774936225.295116,855,8,1
1,Amalgamate,1774936225.306976,1001,11,1
4,SendPayment,1774936225.316493,844,10,1
3,DepositChecking,1774936225.326636,1004,13,1
2,Balance,1774936225.335902,793,14,1
6,WriteCheck,1774936225.345109,713,16,1
4,SendPayment,1774936225.356142,925,15,1
3,DepositChecking,1774936225.365083,499,17,1
1,Amalgamate,1774936225.375209,1070,18,1
1,Amalgamate,1774936225.386199,705,19,1
1,Amalgamate,1774936225.396687,503,2,1
5,TransactSavings,1774936225.405090,383,3,1
1,Amalgamate,1774936225.416917,480,1,1
1,Amalgamate,1774936225.426454,449,5,1
6,WriteCheck,1774936225.435068,1091,7,1
4,SendPayment,1774936225.445073,400,4,1
2,Balance,1774936225.455124,440,12,1
6,WriteCheck,1774936225.466102,414,6,1
2,Balance,1774936225.475098,452,0,1
4,SendPayment,1774936225.485690,405,9,1
5,TransactSavings,1774936225.496795,397,8,1
5,TransactSavings,1774936225.506481,381,11,1
6,WriteCheck,1774936225.516551,390,10,1
5,TransactSavings,1774936225.526532,393,13,1
3,DepositChecking,1774936225.536543,406,14,1
6,WriteCheck,1774936225.545099,385,16,1
5,TransactSavings,1774936225.555097,400,15,1
6,WriteCheck,1774936225.565517,434,17,1
4,SendPayment,1774936225.575092,462,18,1
4,SendPayment,1774936225.586126,366,19,1
4,SendPayment,1774936225.596663,450,2,1
3,DepositChecking,1774936225.606554,474,3,1
3,DepositChecking,1774936225.616556,476,1,1
1,Amalgamate,1774936225.625073,517,5,1
4,SendPayment,1774936225.636152,459,7,1
2,Balance,1774936225.646738,708,4,1
5,TransactSavings,1774936225.656144,499,12,1
2,Balance,1774936225.665200,523,6,1
5,TransactSavings,1774936225.677006,532,0,1
4,SendPayment,1774936225.685855,440,9,1
4,SendPayment,1774936225.695168,772,8,1
3,DepositChecking,1774936225.705109,790,11,1
5,TransactSavings,1774936225.716960,764,10,1
6,WriteCheck,1774936225.725122,985,13,1
4,SendPayment,1774936225.736975,874,14,1
5,TransactSavings,1774936225.746534,1114,16,1
3,DepositChecking,1774936225.756763,1059,15,1
4,SendPayment,1774936225.765228,1077,17,1
4,SendPayment,1774936225.776978,1220,18,1
3,DepositChecking,1774936225.785148,1166,19,1
5,TransactSavings,1774936225.795126,864,2,1
1,Amalgamate,1774936225.806946,583,3,1
