Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
6,WriteCheck,1774532457.232195,912,10,1
6,WriteCheck,1774532457.243090,660,9,1
2,Balance,1774532457.253728,539,4,1
2,Balance,1774532457.261979,847,2,1
5,TransactSavings,1774532457.272671,452,6,1
6,WriteCheck,1774532457.282700,452,0,1
3,DepositChecking,1774532457.293741,509,5,1
2,Balance,1774532457.302644,472,13,1
6,WriteCheck,1774532457.314339,472,3,1
2,Balance,1774532457.322653,391,14,1
1,Amalgamate,1774532457.332684,458,1,1
1,Amalgamate,1774532457.343909,457,16,1
1,Amalgamate,1774532457.353746,378,12,1
2,Balance,1774532457.362684,389,17,1
6,WriteCheck,1774532457.372683,462,11,1
3,DepositChecking,1774532457.382679,437,15,1
4,SendPayment,1774532457.392692,442,7,1
4,SendPayment,1774532457.403717,431,18,1
5,TransactSavings,1774532457.412696,485,19,1
4,SendPayment,1774532457.423659,420,8,1
2,Balance,1774532457.432718,721,10,1
1,Amalgamate,1774532457.442710,641,9,1
4,SendPayment,1774532457.452699,730,4,1
6,WriteCheck,1774532457.464295,540,2,1
4,SendPayment,1774532457.473706,430,6,1
4,SendPayment,1774532457.484004,510,0,1
6,WriteCheck,1774532457.492964,847,5,1
3,DepositChecking,1774532457.502039,454,13,1
4,SendPayment,1774532457.512744,491,3,1
1,Amalgamate,1774532457.522648,534,14,1
6,WriteCheck,1774532457.534270,507,1,1
3,DepositChecking,1774532457.543671,886,16,1
1,Amalgamate,1774532457.552645,394,12,1
2,Balance,1774532457.562696,380,17,1
4,SendPayment,1774532457.573791,487,11,1
4,SendPayment,1774532457.582726,1029,15,1
2,Balance,1774532457.593738,946,7,1
1,Amalgamate,1774532457.602712,471,18,1
6,WriteCheck,1774532457.612690,318,19,1
6,WriteCheck,1774532457.623695,708,8,1
4,SendPayment,1774532457.634013,435,10,1
5,TransactSavings,1774532457.642700,448,9,1
1,Amalgamate,1774532457.654266,445,4,1
6,WriteCheck,1774532457.663868,1123,2,1
6,WriteCheck,1774532457.673900,939,6,1
4,SendPayment,1774532457.682689,425,0,1
2,Balance,1774532457.693773,462,5,1
6,WriteCheck,1774532457.703729,992,13,1
5,TransactSavings,1774532457.714082,841,3,1
1,Amalgamate,1774532457.723947,593,14,1
2,Balance,1774532457.732658,1288,1,1
5,TransactSavings,1774532457.744362,876,16,1
1,Amalgamate,1774532457.752772,706,12,1
4,SendPayment,1774532457.763700,1889,17,1
5,TransactSavings,1774532457.773030,687,11,1
4,SendPayment,1774532457.782908,616,15,1
6,WriteCheck,1774532457.793810,657,7,1
1,Amalgamate,1774532457.803990,532,18,1
5,TransactSavings,1774532457.814025,819,19,1
6,WriteCheck,1774532457.823729,787,8,1
5,TransactSavings,1774532457.832721,709,10,1
5,TransactSavings,1774532457.843936,889,9,1
4,SendPayment,1774532457.854052,975,4,1
6,WriteCheck,1774532457.863508,1047,2,1
5,TransactSavings,1774532457.874100,1083,6,1
2,Balance,1774532457.882727,2197,0,1
6,WriteCheck,1774532457.894321,907,5,1
4,SendPayment,1774532457.902759,1063,13,1
5,TransactSavings,1774532457.914146,1150,3,1
5,TransactSavings,1774532457.922825,2072,14,1
2,Balance,1774532457.934292,856,1,1
3,DepositChecking,1774532457.942848,1046,16,1
5,TransactSavings,1774532457.953867,909,12,1
1,Amalgamate,1774532457.963744,1012,17,1
5,TransactSavings,1774532457.973808,2581,11,1
4,SendPayment,1774532457.984029,625,15,1
4,SendPayment,1774532457.993692,692,7,1
5,TransactSavings,1774532458.003667,541,18,1
5,TransactSavings,1774532458.014043,1006,19,1
6,WriteCheck,1774532458.023748,300,8,1
3,DepositChecking,1774532458.032055,1200,10,1
5,TransactSavings,1774532458.044413,299,9,1
1,Amalgamate,1774532458.053241,705,4,1
3,DepositChecking,1774532458.063487,403,2,1
4,SendPayment,1774532458.073724,363,6,1
5,TransactSavings,1774532458.083705,367,0,1
4,SendPayment,1774532458.093763,246,5,1
5,TransactSavings,1774532458.103999,683,13,1
1,Amalgamate,1774532458.113239,822,3,1
2,Balance,1774532458.124123,755,14,1
1,Amalgamate,1774532458.132654,272,1,1
1,Amalgamate,1774532458.144310,392,16,1
6,WriteCheck,1774532458.153857,771,12,1
2,Balance,1774532458.163703,401,17,1
6,WriteCheck,1774532458.172689,414,11,1
6,WriteCheck,1774532458.182680,377,15,1
4,SendPayment,1774532458.192681,406,7,1
4,SendPayment,1774532458.204307,786,18,1
6,WriteCheck,1774532458.212649,389,19,1
2,Balance,1774532458.223691,296,8,1
2,Balance,1774532458.232684,318,10,1
2,Balance,1774532458.242675,306,9,1
5,TransactSavings,1774532458.254264,380,4,1
1,Amalgamate,1774532458.261940,350,2,1
1,Amalgamate,1774532458.273727,353,6,1
3,DepositChecking,1774532458.282725,353,0,1
2,Balance,1774532458.293713,285,5,1
3,DepositChecking,1774532458.302657,387,13,1
2,Balance,1774532458.312722,391,3,1
2,Balance,1774532458.322702,389,14,1
1,Amalgamate,1774532458.332690,306,1,1
5,TransactSavings,1774532458.343687,363,16,1
4,SendPayment,1774532458.354002,429,12,1
5,TransactSavings,1774532458.361951,312,17,1
4,SendPayment,1774532458.372734,403,11,1
2,Balance,1774532458.382739,271,15,1
2,Balance,1774532458.393750,458,7,1
2,Balance,1774532458.403994,391,18,1
1,Amalgamate,1774532458.412623,337,19,1
4,SendPayment,1774532458.423850,551,8,1
4,SendPayment,1774532458.432704,498,10,1
5,TransactSavings,1774532458.443774,426,9,1
5,TransactSavings,1774532458.452688,634,4,1
2,Balance,1774532458.464329,630,2,1
4,SendPayment,1774532458.473052,631,6,1
6,WriteCheck,1774532458.482354,515,0,1
4,SendPayment,1774532458.494135,642,5,1
4,SendPayment,1774532458.507425,3015,13,1
2,Balance,1774532458.513355,850,3,1
6,WriteCheck,1774532458.523726,434,14,1
4,SendPayment,1774532458.532638,430,1,1
1,Amalgamate,1774532458.542697,552,16,1
5,TransactSavings,1774532458.554246,416,12,1
6,WriteCheck,1774532458.563289,384,17,1
3,DepositChecking,1774532458.573753,356,11,1
2,Balance,1774532458.584001,400,15,1
4,SendPayment,1774532458.593923,356,7,1
3,DepositChecking,1774532458.603938,308,18,1
2,Balance,1774532458.612675,314,19,1
4,SendPayment,1774532458.623754,344,8,1
3,DepositChecking,1774532458.632646,361,10,1
6,WriteCheck,1774532458.642641,340,9,1
2,Balance,1774532458.654269,369,4,1
6,WriteCheck,1774532458.662644,254,2,1
4,SendPayment,1774532458.672034,364,6,1
4,SendPayment,1774532458.684414,338,0,1
3,DepositChecking,1774532458.693816,355,5,1
3,DepositChecking,1774532458.703965,257,13,1
4,SendPayment,1774532458.711944,375,3,1
4,SendPayment,1774532458.723643,341,14,1
1,Amalgamate,1774532458.732696,342,1,1
5,TransactSavings,1774532458.742689,369,16,1
5,TransactSavings,1774532458.753740,189,12,1
5,TransactSavings,1774532458.762677,354,17,1
2,Balance,1774532458.773697,365,11,1
5,TransactSavings,1774532458.782676,356,15,1
3,DepositChecking,1774532458.792680,357,7,1
6,WriteCheck,1774532458.802674,353,18,1
5,TransactSavings,1774532458.812685,350,19,1
4,SendPayment,1774532458.823702,375,8,1
5,TransactSavings,1774532458.834000,374,10,1
4,SendPayment,1774532458.843923,326,9,1
6,WriteCheck,1774532458.852900,388,4,1
2,Balance,1774532458.862688,393,2,1
2,Balance,1774532458.873743,401,6,1
3,DepositChecking,1774532458.882709,281,0,1
5,TransactSavings,1774532458.893706,430,5,1
2,Balance,1774532458.904007,499,13,1
4,SendPayment,1774532458.913930,459,3,1
2,Balance,1774532458.922181,494,14,1
4,SendPayment,1774532458.934454,838,1,1
4,SendPayment,1774532458.942695,710,16,1
2,Balance,1774532458.953686,777,12,1
5,TransactSavings,1774532458.962054,791,17,1
2,Balance,1774532458.973732,702,11,1
1,Amalgamate,1774532458.984046,791,15,1
2,Balance,1774532458.993372,1280,7,1
4,SendPayment,1774532459.004176,599,18,1
4,SendPayment,1774532459.013932,465,19,1
5,TransactSavings,1774532459.023958,409,8,1
3,DepositChecking,1774532459.032651,311,10,1
5,TransactSavings,1774532459.042650,247,9,1
6,WriteCheck,1774532459.052852,1330,4,1
4,SendPayment,1774532459.062700,484,2,1
5,TransactSavings,1774532459.072689,397,6,1
1,Amalgamate,1774532459.082703,388,0,1
5,TransactSavings,1774532459.093722,353,5,1
4,SendPayment,1774532459.102684,344,13,1
6,WriteCheck,1774532459.112689,373,3,1
3,DepositChecking,1774532459.122640,301,14,1
2,Balance,1774532459.134273,418,1,1
5,TransactSavings,1774532459.143672,304,16,1
6,WriteCheck,1774532459.154011,290,12,1
2,Balance,1774532459.161995,325,17,1
