Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,Amalgamate,1774490048.285479,968,18,1
4,SendPayment,1774490048.297006,1044,17,1
1,Amalgamate,1774490048.305357,1060,2,1
3,DepositChecking,1774490048.316993,968,0,1
3,DepositChecking,1774490048.326603,852,1,1
4,SendPayment,1774490048.335499,1187,4,1
1,Amalgamate,1774490048.346994,1011,6,1
4,SendPayment,1774490048.354914,857,5,1
3,DepositChecking,1774490048.366897,949,7,1
3,DepositChecking,1774490048.376645,897,3,1
6,WriteCheck,1774490048.385344,833,9,1
4,SendPayment,1774490048.395695,899,11,1
4,SendPayment,1774490048.405273,784,10,1
1,Amalgamate,1774490048.415711,959,8,1
4,SendPayment,1774490048.426953,944,12,1
2,Balance,1774490048.435391,869,13,1
5,TransactSavings,1774490048.447036,1016,14,1
4,SendPayment,1774490048.455330,652,16,1
5,TransactSavings,1774490048.466988,571,15,1
4,SendPayment,1774490048.475310,410,19,1
4,SendPayment,1774490048.485328,454,18,1
3,DepositChecking,1774490048.495323,432,17,1
4,SendPayment,1774490048.507012,482,2,1
2,Balance,1774490048.516217,359,0,1
1,Amalgamate,1774490048.526769,467,1,1
5,TransactSavings,1774490048.535360,464,4,1
5,TransactSavings,1774490048.545347,350,6,1
2,Balance,1774490048.555317,483,5,1
2,Balance,1774490048.567026,638,7,1
4,SendPayment,1774490048.575343,499,3,1
1,Amalgamate,1774490048.585660,608,9,1
4,SendPayment,1774490048.595746,478,11,1
4,SendPayment,1774490048.605337,669,10,1
2,Balance,1774490048.617014,1032,8,1
3,DepositChecking,1774490048.625350,940,12,1
4,SendPayment,1774490048.635340,812,13,1
2,Balance,1774490048.645671,1099,14,1
2,Balance,1774490048.655358,1187,16,1
3,DepositChecking,1774490048.665392,1119,15,1
2,Balance,1774490048.677013,961,19,1
6,WriteCheck,1774490048.686608,900,18,1
3,DepositChecking,1774490048.695772,793,17,1
1,Amalgamate,1774490048.705434,933,2,1
1,Amalgamate,1774490048.716987,959,0,1
2,Balance,1774490048.726619,820,1,1
1,Amalgamate,1774490048.735427,951,4,1
3,DepositChecking,1774490048.747007,954,6,1
4,SendPayment,1774490048.754903,882,5,1
1,Amalgamate,1774490048.766737,930,7,1
5,TransactSavings,1774490048.776472,812,3,1
2,Balance,1774490048.785798,852,9,1
5,TransactSavings,1774490048.795775,819,11,1
4,SendPayment,1774490048.805510,769,10,1
6,WriteCheck,1774490048.815357,531,8,1
4,SendPayment,1774490048.825345,708,12,1
1,Amalgamate,1774490048.837019,846,13,1
4,SendPayment,1774490048.846366,976,14,1
3,DepositChecking,1774490048.856396,930,16,1
1,Amalgamate,1774490048.866761,964,15,1
4,SendPayment,1774490048.876672,770,19,1
5,TransactSavings,1774490048.885447,888,18,1
6,WriteCheck,1774490048.895681,657,17,1
3,DepositChecking,1774490048.906326,731,2,1
3,DepositChecking,1774490048.915363,546,0,1
2,Balance,1774490048.927004,758,1,1
4,SendPayment,1774490048.935335,954,4,1
2,Balance,1774490048.947023,964,6,1
1,Amalgamate,1774490048.955460,1022,5,1
2,Balance,1774490048.966307,941,7,1
5,TransactSavings,1774490048.976800,780,3,1
4,SendPayment,1774490048.986656,1104,9,1
5,TransactSavings,1774490048.996520,931,11,1
5,TransactSavings,1774490049.005440,1087,10,1
6,WriteCheck,1774490049.015362,985,8,1
4,SendPayment,1774490049.027443,943,12,1
4,SendPayment,1774490049.039809,2549,13,1
5,TransactSavings,1774490049.047437,935,14,1
5,TransactSavings,1774490049.055989,884,16,1
5,TransactSavings,1774490049.066365,1047,15,1
1,Amalgamate,1774490049.076797,1134,19,1
1,Amalgamate,1774490049.085421,1047,18,1
3,DepositChecking,1774490049.097008,850,17,1
2,Balance,1774490049.105442,775,2,1
5,TransactSavings,1774490049.116996,1005,0,1
6,WriteCheck,1774490049.125336,790,1,1
5,TransactSavings,1774490049.135614,887,4,1
2,Balance,1774490049.146966,765,6,1
3,DepositChecking,1774490049.156436,833,5,1
2,Balance,1774490049.166766,933,7,1
2,Balance,1774490049.175361,834,3,1
6,WriteCheck,1774490049.185529,921,9,1
4,SendPayment,1774490049.196989,844,11,1
1,Amalgamate,1774490049.204893,917,10,1
2,Balance,1774490049.215352,936,8,1
4,SendPayment,1774490049.227031,966,12,1
2,Balance,1774490049.235382,914,13,1
1,Amalgamate,1774490049.245386,1035,14,1
4,SendPayment,1774490049.255343,834,16,1
1,Amalgamate,1774490049.265407,1014,15,1
6,WriteCheck,1774490049.277008,918,19,1
4,SendPayment,1774490049.285678,886,18,1
4,SendPayment,1774490049.295385,860,17,1
6,WriteCheck,1774490049.307019,862,2,1
5,TransactSavings,1774490049.315469,829,0,1
4,SendPayment,1774490049.326372,866,1,1
5,TransactSavings,1774490049.335579,894,4,1
2,Balance,1774490049.345426,821,6,1
4,SendPayment,1774490049.357014,1088,5,1
2,Balance,1774490049.365413,744,7,1
4,SendPayment,1774490049.375470,628,3,1
2,Balance,1774490049.386914,856,9,1
3,DepositChecking,1774490049.395747,963,11,1
3,DepositChecking,1774490049.405364,991,10,1
3,DepositChecking,1774490049.415455,998,8,1
1,Amalgamate,1774490049.425425,687,12,1
2,Balance,1774490049.436418,890,13,1
6,WriteCheck,1774490049.445360,889,14,1
2,Balance,1774490049.455507,1191,16,1
5,TransactSavings,1774490049.466452,910,15,1
1,Amalgamate,1774490049.475389,649,19,1
2,Balance,1774490049.486349,959,18,1
3,DepositChecking,1774490049.495475,820,17,1
2,Balance,1774490049.505440,920,2,1
3,DepositChecking,1774490049.516200,912,0,1
6,WriteCheck,1774490049.526368,857,1,1
4,SendPayment,1774490049.536776,887,4,1
4,SendPayment,1774490049.546666,807,6,1
1,Amalgamate,1774490049.554894,863,5,1
4,SendPayment,1774490049.566958,1029,7,1
3,DepositChecking,1774490049.576430,828,3,1
3,DepositChecking,1774490049.585589,890,9,1
2,Balance,1774490049.595780,749,11,1
5,TransactSavings,1774490049.606400,932,10,1
6,WriteCheck,1774490049.616299,991,8,1
1,Amalgamate,1774490049.626784,764,12,1
1,Amalgamate,1774490049.635598,964,13,1
1,Amalgamate,1774490049.645715,899,14,1
5,TransactSavings,1774490049.655343,957,16,1
1,Amalgamate,1774490049.666902,972,15,1
4,SendPayment,1774490049.676630,1048,19,1
6,WriteCheck,1774490049.686711,958,18,1
1,Amalgamate,1774490049.695720,919,17,1
4,SendPayment,1774490049.706940,1184,2,1
4,SendPayment,1774490049.715295,1060,0,1
4,SendPayment,1774490049.727030,869,1,1
4,SendPayment,1774490049.736605,694,4,1
4,SendPayment,1774490049.746706,997,6,1
3,DepositChecking,1774490049.755355,815,5,1
6,WriteCheck,1774490049.766894,1048,7,1
1,Amalgamate,1774490049.775333,903,3,1
1,Amalgamate,1774490049.785341,906,9,1
4,SendPayment,1774490049.795677,874,11,1
4,SendPayment,1774490049.805863,872,10,1
2,Balance,1774490049.815352,830,8,1
3,DepositChecking,1774490049.826210,1116,12,1
1,Amalgamate,1774490049.846623,510,13,1
1,Amalgamate,1774490049.846638,468,14,1
3,DepositChecking,1774490049.856687,525,16,1
5,TransactSavings,1774490049.865332,362,15,1
6,WriteCheck,1774490049.877012,309,19,1
1,Amalgamate,1774490049.886534,403,18,1
4,SendPayment,1774490049.895326,365,17,1
4,SendPayment,1774490049.907070,1077,2,1
1,Amalgamate,1774490049.915630,1040,0,1
3,DepositChecking,1774490049.926971,839,1,1
6,WriteCheck,1774490049.936634,885,4,1
2,Balance,1774490049.946694,860,6,1
2,Balance,1774490049.955352,876,5,1
3,DepositChecking,1774490049.967019,817,7,1
6,WriteCheck,1774490049.975347,612,3,1
2,Balance,1774490049.985371,996,9,1
2,Balance,1774490049.995510,853,11,1
6,WriteCheck,1774490050.005253,799,10,1
6,WriteCheck,1774490050.015344,815,8,1
2,Balance,1774490050.025348,920,12,1
5,TransactSavings,1774490050.035357,830,14,1
2,Balance,1774490050.045483,823,13,1
2,Balance,1774490050.055452,1128,16,1
1,Amalgamate,1774490050.066881,650,15,1
4,SendPayment,1774490050.074840,511,19,1
4,SendPayment,1774490050.085311,474,18,1
4,SendPayment,1774490050.095380,446,17,1
1,Amalgamate,1774490050.106996,422,2,1
1,Amalgamate,1774490050.116567,531,0,1
6,WriteCheck,1774490050.126672,518,1,1
4,SendPayment,1774490050.135468,447,4,1
3,DepositChecking,1774490050.145375,515,6,1
5,TransactSavings,1774490050.156969,504,5,1
1,Amalgamate,1774490050.166184,552,7,1
1,Amalgamate,1774490050.175344,655,3,1
4,SendPayment,1774490050.185515,797,9,1
5,TransactSavings,1774490050.195555,601,11,1
3,DepositChecking,1774490050.206941,554,10,1
1,Amalgamate,1774490050.216589,591,8,1
2,Balance,1774490050.226679,566,12,1
5,TransactSavings,1774490050.235487,651,14,1
1,Amalgamate,1774490050.245416,824,13,1
3,DepositChecking,1774490050.256560,922,16,1
1,Amalgamate,1774490050.265412,834,15,1
1,Amalgamate,1774490050.275433,993,19,1
5,TransactSavings,1774490050.285380,940,18,1
3,DepositChecking,1774490050.295471,880,17,1
2,Balance,1774490050.305305,875,2,1
2,Balance,1774490050.315396,875,0,1
4,SendPayment,1774490050.326128,693,1,1
5,TransactSavings,1774490050.335391,604,4,1
4,SendPayment,1774490050.346951,682,6,1
4,SendPayment,1774490050.355341,919,5,1
5,TransactSavings,1774490050.366417,1120,7,1
3,DepositChecking,1774490050.376833,855,3,1
4,SendPayment,1774490050.386657,898,9,1
3,DepositChecking,1774490050.396698,904,11,1
3,DepositChecking,1774490050.406697,856,10,1
4,SendPayment,1774490050.416675,949,8,1
2,Balance,1774490050.426672,788,12,1
4,SendPayment,1774490050.435505,906,14,1
1,Amalgamate,1774490050.445364,997,13,1
1,Amalgamate,1774490050.455438,1054,16,1
4,SendPayment,1774490050.465369,751,15,1
6,WriteCheck,1774490050.475025,921,19,1
5,TransactSavings,1774490050.486347,955,18,1
6,WriteCheck,1774490050.495423,828,17,1
5,TransactSavings,1774490050.504873,863,2,1
2,Balance,1774490050.515423,831,0,1
1,Amalgamate,1774490050.526188,1040,1,1
2,Balance,1774490050.535508,831,4,1
1,Amalgamate,1774490050.545678,570,6,1
1,Amalgamate,1774490050.555391,771,5,1
2,Balance,1774490050.566968,877,7,1
3,DepositChecking,1774490050.575387,845,3,1
4,SendPayment,1774490050.587007,680,9,1
6,WriteCheck,1774490050.595347,669,11,1
3,DepositChecking,1774490050.607014,1119,10,1
5,TransactSavings,1774490050.615413,973,8,1
4,SendPayment,1774490050.627003,848,12,1
4,SendPayment,1774490050.635464,697,14,1
1,Amalgamate,1774490050.645636,553,13,1
1,Amalgamate,1774490050.655124,715,16,1
4,SendPayment,1774490050.666522,1106,15,1
6,WriteCheck,1774490050.676754,830,19,1
3,DepositChecking,1774490050.685107,594,18,1
1,Amalgamate,1774490050.695477,907,17,1
2,Balance,1774490050.705366,848,2,1
4,SendPayment,1774490050.716868,644,0,1
4,SendPayment,1774490050.726439,912,1,1
4,SendPayment,1774490050.735406,1025,4,1
3,DepositChecking,1774490050.745307,618,6,1
3,DepositChecking,1774490050.757003,457,5,1
4,SendPayment,1774490050.765625,804,7,1
5,TransactSavings,1774490050.775337,459,3,1
4,SendPayment,1774490050.785497,422,9,1
5,TransactSavings,1774490050.796949,418,11,1
3,DepositChecking,1774490050.806569,430,10,1
3,DepositChecking,1774490050.816402,368,8,1
1,Amalgamate,1774490050.825317,451,12,1
2,Balance,1774490050.836273,677,14,1
2,Balance,1774490050.845625,529,13,1
1,Amalgamate,1774490050.856332,505,16,1
2,Balance,1774490050.865804,644,15,1
2,Balance,1774490050.876326,513,19,1
2,Balance,1774490050.885327,683,18,1
2,Balance,1774490050.895654,844,17,1
6,WriteCheck,1774490050.905443,892,2,1
6,WriteCheck,1774490050.916475,874,0,1
6,WriteCheck,1774490050.924848,847,1,1
5,TransactSavings,1774490050.935366,957,4,1
3,DepositChecking,1774490050.945437,909,6,1
1,Amalgamate,1774490050.955328,774,5,1
4,SendPayment,1774490050.966991,795,7,1
4,SendPayment,1774490050.976586,814,3,1
1,Amalgamate,1774490050.985462,850,9,1
2,Balance,1774490050.995685,844,11,1
4,SendPayment,1774490051.006339,900,10,1
6,WriteCheck,1774490051.016215,841,8,1
4,SendPayment,1774490051.026812,849,12,1
6,WriteCheck,1774490051.035325,973,14,1
2,Balance,1774490051.046255,639,13,1
1,Amalgamate,1774490051.056381,1093,16,1
4,SendPayment,1774490051.066492,931,15,1
2,Balance,1774490051.074738,536,19,1
5,TransactSavings,1774490051.085345,466,18,1
6,WriteCheck,1774490051.096328,441,17,1
3,DepositChecking,1774490051.106587,550,2,1
1,Amalgamate,1774490051.116281,695,0,1
5,TransactSavings,1774490051.124930,682,1,1
5,TransactSavings,1774490051.137079,504,4,1
5,TransactSavings,1774490051.145350,573,6,1
2,Balance,1774490051.156983,639,5,1
4,SendPayment,1774490051.165391,835,7,1
3,DepositChecking,1774490051.176355,619,3,1
1,Amalgamate,1774490051.185371,553,9,1
4,SendPayment,1774490051.196313,536,11,1
5,TransactSavings,1774490051.205401,628,10,1
4,SendPayment,1774490051.215297,913,8,1
6,WriteCheck,1774490051.227027,883,12,1
5,TransactSavings,1774490051.235504,939,14,1
4,SendPayment,1774490051.245327,827,13,1
1,Amalgamate,1774490051.255384,1012,16,1
1,Amalgamate,1774490051.266507,974,15,1
4,SendPayment,1774490051.276729,944,19,1
4,SendPayment,1774490051.285511,895,18,1
3,DepositChecking,1774490051.295332,1061,17,1
6,WriteCheck,1774490051.307074,1228,2,1
4,SendPayment,1774490051.316524,973,0,1
3,DepositChecking,1774490051.326298,749,1,1
4,SendPayment,1774490051.335338,854,4,1
1,Amalgamate,1774490051.345327,934,6,1
4,SendPayment,1774490051.356964,859,5,1
3,DepositChecking,1774490051.365368,841,7,1
1,Amalgamate,1774490051.375442,1019,3,1
5,TransactSavings,1774490051.384947,479,9,1
5,TransactSavings,1774490051.395300,404,11,1
3,DepositChecking,1774490051.405728,499,10,1
4,SendPayment,1774490051.415362,428,8,1
4,SendPayment,1774490051.425329,387,12,1
5,TransactSavings,1774490051.435327,343,14,1
2,Balance,1774490051.445327,450,13,1
1,Amalgamate,1774490051.455367,477,16,1
1,Amalgamate,1774490051.466259,434,15,1
4,SendPayment,1774490051.476804,656,19,1
1,Amalgamate,1774490051.485455,490,18,1
3,DepositChecking,1774490051.495360,496,17,1
5,TransactSavings,1774490051.506943,587,2,1
3,DepositChecking,1774490051.516195,531,0,1
3,DepositChecking,1774490051.525063,791,1,1
4,SendPayment,1774490051.535334,898,4,1
2,Balance,1774490051.545336,833,6,1
1,Amalgamate,1774490051.555336,842,5,1
5,TransactSavings,1774490051.566885,888,7,1
2,Balance,1774490051.576628,877,3,1
2,Balance,1774490051.585441,1036,9,1
1,Amalgamate,1774490051.595647,923,11,1
5,TransactSavings,1774490051.605330,897,10,1
5,TransactSavings,1774490051.615335,845,8,1
3,DepositChecking,1774490051.625364,862,12,1
4,SendPayment,1774490051.635538,920,14,1
6,WriteCheck,1774490051.645328,912,13,1
1,Amalgamate,1774490051.655363,1054,16,1
1,Amalgamate,1774490051.666357,1016,15,1
3,DepositChecking,1774490051.674836,910,19,1
4,SendPayment,1774490051.685376,923,18,1
3,DepositChecking,1774490051.695416,852,17,1
3,DepositChecking,1774490051.705350,877,2,1
1,Amalgamate,1774490051.715309,874,0,1
6,WriteCheck,1774490051.726971,859,1,1
2,Balance,1774490051.735377,811,4,1
1,Amalgamate,1774490051.745439,918,6,1
5,TransactSavings,1774490051.755357,845,5,1
6,WriteCheck,1774490051.765333,801,7,1
6,WriteCheck,1774490051.775376,709,3,1
1,Amalgamate,1774490051.785320,573,9,1
2,Balance,1774490051.795358,522,11,1
3,DepositChecking,1774490051.806971,1073,10,1
2,Balance,1774490051.816351,936,8,1
6,WriteCheck,1774490051.825328,778,12,1
4,SendPayment,1774490051.835395,636,14,1
3,DepositChecking,1774490051.845166,726,13,1
1,Amalgamate,1774490051.857097,735,16,1
5,TransactSavings,1774490051.865344,1046,15,1
1,Amalgamate,1774490051.876982,909,19,1
2,Balance,1774490051.885407,1163,18,1
4,SendPayment,1774490051.895651,885,17,1
2,Balance,1774490051.906948,1015,2,1
4,SendPayment,1774490051.916002,919,0,1
6,WriteCheck,1774490051.926883,886,1,1
4,SendPayment,1774490051.935507,922,4,1
2,Balance,1774490051.945332,818,6,1
1,Amalgamate,1774490051.956949,932,5,1
2,Balance,1774490051.966240,840,7,1
3,DepositChecking,1774490051.975363,931,3,1
1,Amalgamate,1774490051.985326,891,9,1
4,SendPayment,1774490051.995328,797,11,1
4,SendPayment,1774490052.006945,891,10,1
2,Balance,1774490052.015328,878,8,1
6,WriteCheck,1774490052.025278,905,12,1
2,Balance,1774490052.036325,837,14,1
1,Amalgamate,1774490052.045025,941,13,1
5,TransactSavings,1774490052.056948,1032,16,1
6,WriteCheck,1774490052.065330,972,15,1
6,WriteCheck,1774490052.077014,1275,19,1
5,TransactSavings,1774490052.085370,969,18,1
6,WriteCheck,1774490052.095334,844,17,1
4,SendPayment,1774490052.105332,921,2,1
1,Amalgamate,1774490052.116983,924,0,1
2,Balance,1774490052.126602,807,1,1
1,Amalgamate,1774490052.135366,854,4,1
4,SendPayment,1774490052.145735,691,6,1
2,Balance,1774490052.155333,888,5,1
4,SendPayment,1774490052.165321,908,7,1
2,Balance,1774490052.175324,840,3,1
1,Amalgamate,1774490052.185362,872,9,1
4,SendPayment,1774490052.197012,800,11,1
1,Amalgamate,1774490052.205321,867,10,1
1,Amalgamate,1774490052.215378,853,8,1
2,Balance,1774490052.225342,831,12,1
3,DepositChecking,1774490052.235415,967,14,1
4,SendPayment,1774490052.245806,883,13,1
4,SendPayment,1774490052.255316,985,16,1
4,SendPayment,1774490052.266216,1126,15,1
4,SendPayment,1774490052.276781,768,19,1
3,DepositChecking,1774490052.285470,933,18,1
2,Balance,1774490052.295872,687,17,1
4,SendPayment,1774490052.305310,618,2,1
6,WriteCheck,1774490052.316285,954,0,1
6,WriteCheck,1774490052.326156,710,1,1
5,TransactSavings,1774490052.336804,558,4,1
4,SendPayment,1774490052.345647,545,6,1
1,Amalgamate,1774490052.355336,871,5,1
4,SendPayment,1774490052.366898,1032,7,1
3,DepositChecking,1774490052.376642,859,3,1
1,Amalgamate,1774490052.385334,919,9,1
2,Balance,1774490052.396378,873,11,1
1,Amalgamate,1774490052.406455,880,10,1
2,Balance,1774490052.416295,811,8,1
3,DepositChecking,1774490052.425285,895,12,1
3,DepositChecking,1774490052.435362,1053,14,1
4,SendPayment,1774490052.446369,591,13,1
4,SendPayment,1774490052.456357,945,16,1
5,TransactSavings,1774490052.465377,890,15,1
6,WriteCheck,1774490052.477010,929,19,1
3,DepositChecking,1774490052.485479,974,18,1
3,DepositChecking,1774490052.496975,856,17,1
2,Balance,1774490052.504952,937,2,1
3,DepositChecking,1774490052.516189,858,0,1
6,WriteCheck,1774490052.525349,1073,1,1
6,WriteCheck,1774490052.535530,1064,4,1
4,SendPayment,1774490052.545396,930,6,1
3,DepositChecking,1774490052.557000,933,5,1
1,Amalgamate,1774490052.565457,1009,7,1
4,SendPayment,1774490052.575341,983,3,1
4,SendPayment,1774490052.585595,927,9,1
1,Amalgamate,1774490052.595417,870,11,1
3,DepositChecking,1774490052.606924,1098,10,1
5,TransactSavings,1774490052.616256,700,8,1
2,Balance,1774490052.626128,579,12,1
4,SendPayment,1774490052.635342,429,14,1
4,SendPayment,1774490052.646974,382,13,1
3,DepositChecking,1774490052.655287,286,16,1
4,SendPayment,1774490052.666462,245,15,1
4,SendPayment,1774490052.676674,273,19,1
6,WriteCheck,1774490052.685512,183,18,1
6,WriteCheck,1774490052.695680,270,17,1
5,TransactSavings,1774490052.705281,259,2,1
4,SendPayment,1774490052.716325,216,0,1
1,Amalgamate,1774490052.726708,285,1,1
6,WriteCheck,1774490052.735320,283,4,1
4,SendPayment,1774490052.746966,312,6,1
1,Amalgamate,1774490052.755280,227,5,1
6,WriteCheck,1774490052.766916,279,7,1
3,DepositChecking,1774490052.776563,290,3,1
4,SendPayment,1774490052.785389,229,9,1
5,TransactSavings,1774490052.795698,273,11,1
3,DepositChecking,1774490052.805286,289,10,1
5,TransactSavings,1774490052.816211,224,8,1
2,Balance,1774490052.826742,257,12,1
4,SendPayment,1774490052.836608,274,14,1
2,Balance,1774490052.845333,279,13,1
2,Balance,1774490052.855336,268,16,1
4,SendPayment,1774490052.865372,282,15,1
3,DepositChecking,1774490052.876615,287,19,1
1,Amalgamate,1774490052.885306,340,18,1
4,SendPayment,1774490052.895290,329,17,1
6,WriteCheck,1774490052.905287,273,2,1
4,SendPayment,1774490052.916971,295,0,1
3,DepositChecking,1774490052.926552,388,1,1
4,SendPayment,1774490052.935439,376,4,1
3,DepositChecking,1774490052.945375,264,6,1
1,Amalgamate,1774490052.955330,287,5,1
4,SendPayment,1774490052.966178,233,7,1
1,Amalgamate,1774490052.975289,271,3,1
5,TransactSavings,1774490052.985331,296,9,1
6,WriteCheck,1774490052.996999,301,11,1
3,DepositChecking,1774490053.006547,323,10,1
5,TransactSavings,1774490053.016460,214,8,1
6,WriteCheck,1774490053.025328,307,12,1
5,TransactSavings,1774490053.035280,316,14,1
2,Balance,1774490053.047011,363,13,1
4,SendPayment,1774490053.056559,338,16,1
2,Balance,1774490053.066253,281,15,1
5,TransactSavings,1774490053.076747,359,19,1
4,SendPayment,1774490053.085332,359,18,1
4,SendPayment,1774490053.096988,413,17,1
