Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
6,WriteCheck,1774486860.135446,2692,8,1
1,Amalgamate,1774486860.147112,1257,0,1
2,Balance,1774486860.156497,1240,10,1
4,SendPayment,1774486860.166522,1228,7,1
4,SendPayment,1774486860.176809,1111,11,1
5,TransactSavings,1774486860.186759,916,6,1
6,WriteCheck,1774486860.195542,727,3,1
3,DepositChecking,1774486860.206022,722,9,1
5,TransactSavings,1774486860.215553,683,1,1
1,Amalgamate,1774486860.225523,893,2,1
5,TransactSavings,1774486860.235466,760,13,1
3,DepositChecking,1774486860.246506,723,14,1
6,WriteCheck,1774486860.256807,938,5,1
1,Amalgamate,1774486860.265508,852,15,1
1,Amalgamate,1774486860.275496,1193,4,1
4,SendPayment,1774486860.287070,747,16,1
5,TransactSavings,1774486860.294926,687,17,1
4,SendPayment,1774486860.307198,906,18,1
1,Amalgamate,1774486860.316637,845,19,1
3,DepositChecking,1774486860.326441,787,12,1
1,Amalgamate,1774486860.336820,783,8,1
1,Amalgamate,1774486860.345472,492,0,1
1,Amalgamate,1774486860.357063,621,10,1
6,WriteCheck,1774486860.366500,977,7,1
3,DepositChecking,1774486860.376436,1077,11,1
2,Balance,1774486860.386819,562,6,1
1,Amalgamate,1774486860.395994,977,3,1
5,TransactSavings,1774486860.405452,1013,9,1
4,SendPayment,1774486860.416555,381,1,1
3,DepositChecking,1774486860.426539,491,2,1
5,TransactSavings,1774486860.435448,497,13,1
3,DepositChecking,1774486860.445448,591,14,1
5,TransactSavings,1774486860.455483,501,5,1
6,WriteCheck,1774486860.466500,1076,15,1
6,WriteCheck,1774486860.476487,892,4,1
5,TransactSavings,1774486860.485489,322,16,1
1,Amalgamate,1774486860.495522,935,17,1
3,DepositChecking,1774486860.505934,813,18,1
3,DepositChecking,1774486860.516474,590,19,1
1,Amalgamate,1774486860.526491,487,12,1
6,WriteCheck,1774486860.536804,473,8,1
2,Balance,1774486860.546723,456,0,1
2,Balance,1774486860.555484,993,10,1
2,Balance,1774486860.565484,513,7,1
4,SendPayment,1774486860.576113,462,11,1
4,SendPayment,1774486860.585554,982,6,1
2,Balance,1774486860.595474,363,3,1
4,SendPayment,1774486860.607093,558,9,1
4,SendPayment,1774486860.616509,543,1,1
4,SendPayment,1774486860.626557,1067,2,1
4,SendPayment,1774486860.635464,996,13,1
4,SendPayment,1774486860.645528,543,14,1
1,Amalgamate,1774486860.656522,595,5,1
5,TransactSavings,1774486860.665444,480,15,1
2,Balance,1774486860.675467,531,4,1
5,TransactSavings,1774486860.687092,1154,16,1
3,DepositChecking,1774486860.696682,525,17,1
6,WriteCheck,1774486860.705462,478,18,1
5,TransactSavings,1774486860.716514,513,19,1
1,Amalgamate,1774486860.726614,960,12,1
1,Amalgamate,1774486860.736814,617,8,1
1,Amalgamate,1774486860.745473,1097,0,1
4,SendPayment,1774486860.756000,575,10,1
1,Amalgamate,1774486860.766911,707,7,1
4,SendPayment,1774486860.776465,580,11,1
3,DepositChecking,1774486860.785489,582,6,1
4,SendPayment,1774486860.795450,568,3,1
4,SendPayment,1774486860.806496,520,9,1
6,WriteCheck,1774486860.816811,827,1,1
2,Balance,1774486860.826501,507,2,1
3,DepositChecking,1774486860.835643,581,13,1
3,DepositChecking,1774486860.845457,1125,14,1
1,Amalgamate,1774486860.856524,1050,5,1
5,TransactSavings,1774486860.865484,395,15,1
5,TransactSavings,1774486860.876805,462,4,1
2,Balance,1774486860.885663,507,16,1
6,WriteCheck,1774486860.895455,376,17,1
2,Balance,1774486860.905497,425,18,1
3,DepositChecking,1774486860.915456,449,19,1
2,Balance,1774486860.926500,526,12,1
4,SendPayment,1774486860.936802,495,8,1
3,DepositChecking,1774486860.945490,399,0,1
5,TransactSavings,1774486860.956499,436,10,1
4,SendPayment,1774486860.966524,312,7,1
6,WriteCheck,1774486860.976812,353,11,1
1,Amalgamate,1774486860.985434,570,6,1
6,WriteCheck,1774486860.997076,423,3,1
4,SendPayment,1774486861.006026,609,9,1
2,Balance,1774486861.015448,444,1,1
6,WriteCheck,1774486861.026547,509,2,1
5,TransactSavings,1774486861.035489,488,13,1
2,Balance,1774486861.045466,343,14,1
4,SendPayment,1774486861.056460,542,5,1
3,DepositChecking,1774486861.066824,471,15,1
5,TransactSavings,1774486861.076504,356,4,1
5,TransactSavings,1774486861.086809,494,16,1
3,DepositChecking,1774486861.096496,304,17,1
5,TransactSavings,1774486861.105467,535,18,1
3,DepositChecking,1774486861.115464,521,19,1
3,DepositChecking,1774486861.126561,547,12,1
4,SendPayment,1774486861.135173,754,8,1
4,SendPayment,1774486861.145437,642,0,1
4,SendPayment,1774486861.157076,484,10,1
1,Amalgamate,1774486861.164948,513,7,1
2,Balance,1774486861.176806,408,11,1
4,SendPayment,1774486861.186443,483,6,1
5,TransactSavings,1774486861.195662,470,3,1
1,Amalgamate,1774486861.205963,533,9,1
4,SendPayment,1774486861.216432,480,1,1
3,DepositChecking,1774486861.226536,414,2,1
6,WriteCheck,1774486861.236431,406,13,1
3,DepositChecking,1774486861.246380,348,14,1
3,DepositChecking,1774486861.256833,328,5,1
4,SendPayment,1774486861.265529,336,15,1
3,DepositChecking,1774486861.275497,479,4,1
1,Amalgamate,1774486861.285546,448,16,1
4,SendPayment,1774486861.295447,437,17,1
2,Balance,1774486861.307105,500,18,1
3,DepositChecking,1774486861.316659,462,19,1
4,SendPayment,1774486861.326515,385,12,1
2,Balance,1774486861.336796,406,8,1
5,TransactSavings,1774486861.346727,525,0,1
4,SendPayment,1774486861.356743,523,10,1
