Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
6,WriteCheck,1774936300.533205,51218,0,1
3,DepositChecking,1774936300.544562,39940,6,1
2,Balance,1774936300.553691,30743,1,1
5,TransactSavings,1774936300.562331,22096,5,1
1,Amalgamate,1774936300.572788,11706,7,1
3,DepositChecking,1774936300.583073,2446,4,1
2,Balance,1774936300.593018,1792,8,1
5,TransactSavings,1774936300.604228,1612,3,1
1,Amalgamate,1774936300.612939,1835,9,1
6,WriteCheck,1774936300.624623,1668,11,1
6,WriteCheck,1774936300.632941,1638,12,1
3,DepositChecking,1774936300.642417,1725,10,1
4,SendPayment,1774936300.653621,1410,13,1
4,SendPayment,1774936300.662963,4594,14,1
3,DepositChecking,1774936300.673004,1695,15,1
5,TransactSavings,1774936300.682991,1707,16,1
5,TransactSavings,1774936300.693954,1385,19,1
2,Balance,1774936300.703627,1502,18,1
2,Balance,1774936300.713945,2096,17,1
5,TransactSavings,1774936300.724366,1202,2,1
6,WriteCheck,1774936300.732928,1148,1,1
4,SendPayment,1774936300.744647,1734,0,1
2,Balance,1774936300.754200,1553,6,1
4,SendPayment,1774936300.764290,887,7,1
3,DepositChecking,1774936300.774263,1192,5,1
3,DepositChecking,1774936300.784268,1544,4,1
3,DepositChecking,1774936300.792951,1458,8,1
5,TransactSavings,1774936300.803650,1311,3,1
5,TransactSavings,1774936300.814425,803,9,1
2,Balance,1774936300.823990,1272,11,1
4,SendPayment,1774936300.833446,908,12,1
1,Amalgamate,1774936300.842951,1364,10,1
4,SendPayment,1774936300.853981,925,13,1
1,Amalgamate,1774936300.862979,1325,14,1
4,SendPayment,1774936300.873997,1326,15,1
5,TransactSavings,1774936300.882964,1752,16,1
1,Amalgamate,1774936300.893928,1252,19,1
5,TransactSavings,1774936300.903765,777,18,1
5,TransactSavings,1774936300.914394,1292,17,1
4,SendPayment,1774936300.923002,1262,2,1
6,WriteCheck,1774936300.934640,1199,1,1
5,TransactSavings,1774936300.944188,769,0,1
6,WriteCheck,1774936300.952808,1400,6,1
6,WriteCheck,1774936300.964667,1678,7,1
3,DepositChecking,1774936300.972790,767,5,1
6,WriteCheck,1774936300.982972,784,4,1
6,WriteCheck,1774936300.993951,720,8,1
2,Balance,1774936301.004351,751,3,1
2,Balance,1774936301.012967,795,9,1
6,WriteCheck,1774936301.022969,784,11,1
4,SendPayment,1774936301.032963,704,12,1
4,SendPayment,1774936301.042970,825,10,1
1,Amalgamate,1774936301.053887,775,13,1
6,WriteCheck,1774936301.062955,783,14,1
5,TransactSavings,1774936301.074638,788,15,1
4,SendPayment,1774936301.084183,783,16,1
1,Amalgamate,1774936301.094298,839,19,1
4,SendPayment,1774936301.104260,1338,18,1
4,SendPayment,1774936301.114274,860,17,1
5,TransactSavings,1774936301.123133,752,2,1
