Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,DepositChecking,1774933447.669664,1237,3,1
3,DepositChecking,1774933447.677743,1795,0,1
1,Amalgamate,1774933447.689246,1139,1,1
4,SendPayment,1774933447.697344,872,5,1
2,Balance,1774933447.709282,962,4,1
6,WriteCheck,1774933447.718793,1202,6,1
4,SendPayment,1774933447.728308,741,7,1
3,DepositChecking,1774933447.738357,711,8,1
1,Amalgamate,1774933447.747338,624,12,1
4,SendPayment,1774933447.759275,641,9,1
4,SendPayment,1774933447.768784,662,11,1
2,Balance,1774933447.778951,580,18,1
4,SendPayment,1774933447.788873,618,13,1
5,TransactSavings,1774933447.798362,711,15,1
1,Amalgamate,1774933447.809052,700,17,1
1,Amalgamate,1774933447.817356,571,14,1
4,SendPayment,1774933447.827335,797,16,1
6,WriteCheck,1774933447.839314,758,10,1
3,DepositChecking,1774933447.848122,806,19,1
4,SendPayment,1774933447.859120,782,2,1
4,SendPayment,1774933447.868843,820,3,1
5,TransactSavings,1774933447.877340,868,0,1
4,SendPayment,1774933447.889331,361,1,1
2,Balance,1774933447.896903,583,5,1
5,TransactSavings,1774933447.907330,338,4,1
1,Amalgamate,1774933447.919313,322,6,1
5,TransactSavings,1774933447.928784,479,7,1
4,SendPayment,1774933447.937342,1155,8,1
4,SendPayment,1774933447.947336,474,12,1
3,DepositChecking,1774933447.957367,551,9,1
3,DepositChecking,1774933447.967385,1320,11,1
5,TransactSavings,1774933447.979331,462,18,1
1,Amalgamate,1774933447.988787,1308,13,1
2,Balance,1774933447.998510,535,15,1
1,Amalgamate,1774933448.009001,452,17,1
4,SendPayment,1774933448.016933,1033,14,1
3,DepositChecking,1774933448.029382,524,16,1
4,SendPayment,1774933448.037336,1040,10,1
4,SendPayment,1774933448.047671,433,19,1
5,TransactSavings,1774933448.057313,451,2,1
3,DepositChecking,1774933448.068378,446,3,1
3,DepositChecking,1774933448.079042,481,0,1
6,WriteCheck,1774933448.088365,429,1,1
3,DepositChecking,1774933448.097302,495,5,1
3,DepositChecking,1774933448.107373,1003,4,1
3,DepositChecking,1774933448.118379,747,6,1
6,WriteCheck,1774933448.129028,514,7,1
6,WriteCheck,1774933448.137399,712,8,1
4,SendPayment,1774933448.147989,1805,12,1
5,TransactSavings,1774933448.158729,475,9,1
4,SendPayment,1774933448.168653,535,11,1
1,Amalgamate,1774933448.178227,578,18,1
3,DepositChecking,1774933448.189157,853,13,1
1,Amalgamate,1774933448.198380,901,15,1
4,SendPayment,1774933448.209081,1900,17,1
6,WriteCheck,1774933448.218891,786,14,1
4,SendPayment,1774933448.227351,831,16,1
1,Amalgamate,1774933448.237358,1257,10,1
4,SendPayment,1774933448.248282,1410,19,1
4,SendPayment,1774933448.258350,811,2,1
1,Amalgamate,1774933448.268888,1011,3,1
2,Balance,1774933448.277369,854,0,1
3,DepositChecking,1774933448.287345,950,1,1
4,SendPayment,1774933448.297348,786,5,1
6,WriteCheck,1774933448.307855,931,4,1
1,Amalgamate,1774933448.318425,895,6,1
3,DepositChecking,1774933448.328524,1926,7,1
2,Balance,1774933448.339037,647,8,1
5,TransactSavings,1774933448.348917,853,12,1
6,WriteCheck,1774933448.357389,1949,9,1
4,SendPayment,1774933448.369310,825,11,1
1,Amalgamate,1774933448.377347,954,18,1
5,TransactSavings,1774933448.389330,802,13,1
4,SendPayment,1774933448.397705,842,15,1
3,DepositChecking,1774933448.407379,802,17,1
5,TransactSavings,1774933448.419331,872,14,1
4,SendPayment,1774933448.428397,693,16,1
3,DepositChecking,1774933448.437357,1131,10,1
2,Balance,1774933448.449364,812,19,1
2,Balance,1774933448.458794,498,2,1
2,Balance,1774933448.468840,434,3,1
4,SendPayment,1774933448.477338,426,0,1
4,SendPayment,1774933448.489327,1066,1,1
3,DepositChecking,1774933448.497366,865,5,1
1,Amalgamate,1774933448.507336,535,4,1
2,Balance,1774933448.517340,519,6,1
6,WriteCheck,1774933448.527338,369,7,1
5,TransactSavings,1774933448.539360,562,8,1
4,SendPayment,1774933448.547376,526,12,1
4,SendPayment,1774933448.559279,402,9,1
4,SendPayment,1774933448.567305,817,11,1
3,DepositChecking,1774933448.577297,302,18,1
1,Amalgamate,1774933448.587346,439,13,1
5,TransactSavings,1774933448.598462,1065,15,1
1,Amalgamate,1774933448.608995,434,17,1
2,Balance,1774933448.617360,444,14,1
3,DepositChecking,1774933448.627337,933,16,1
3,DepositChecking,1774933448.637333,441,10,1
3,DepositChecking,1774933448.648305,406,19,1
1,Amalgamate,1774933448.659056,341,2,1
4,SendPayment,1774933448.667324,422,3,1
2,Balance,1774933448.677297,315,0,1
6,WriteCheck,1774933448.687350,443,1,1
3,DepositChecking,1774933448.697297,446,5,1
2,Balance,1774933448.707341,421,4,1
4,SendPayment,1774933448.719269,394,6,1
1,Amalgamate,1774933448.727298,364,7,1
3,DepositChecking,1774933448.737365,450,8,1
3,DepositChecking,1774933448.747372,431,12,1
4,SendPayment,1774933448.757365,414,9,1
5,TransactSavings,1774933448.768340,403,11,1
4,SendPayment,1774933448.778367,1144,18,1
4,SendPayment,1774933448.787364,412,13,1
5,TransactSavings,1774933448.798261,398,15,1
4,SendPayment,1774933448.809076,391,17,1
1,Amalgamate,1774933448.818843,452,14,1
4,SendPayment,1774933448.828896,412,16,1
4,SendPayment,1774933448.837345,371,10,1
3,DepositChecking,1774933448.848342,268,19,1
6,WriteCheck,1774933448.859058,392,2,1
4,SendPayment,1774933448.867330,460,3,1
6,WriteCheck,1774933448.877335,397,0,1
5,TransactSavings,1774933448.887391,459,1,1
4,SendPayment,1774933448.898860,424,5,1
4,SendPayment,1774933448.907378,420,4,1
5,TransactSavings,1774933448.917314,444,6,1
4,SendPayment,1774933448.927384,379,7,1
2,Balance,1774933448.939456,666,8,1
6,WriteCheck,1774933448.947335,445,12,1
4,SendPayment,1774933448.957364,475,9,1
3,DepositChecking,1774933448.967347,426,11,1
4,SendPayment,1774933448.979310,454,18,1
2,Balance,1774933448.988798,421,13,1
2,Balance,1774933448.997433,651,15,1
4,SendPayment,1774933449.009297,749,17,1
1,Amalgamate,1774933449.018897,763,14,1
1,Amalgamate,1774933449.028944,881,16,1
4,SendPayment,1774933449.038926,793,10,1
3,DepositChecking,1774933449.048433,754,19,1
2,Balance,1774933449.059058,797,2,1
5,TransactSavings,1774933449.068883,623,3,1
5,TransactSavings,1774933449.078174,589,0,1
3,DepositChecking,1774933449.089113,619,1,1
3,DepositChecking,1774933449.098356,449,5,1
2,Balance,1774933449.107331,441,4,1
3,DepositChecking,1774933449.117240,473,6,1
2,Balance,1774933449.127096,575,7,1
4,SendPayment,1774933449.139388,870,8,1
6,WriteCheck,1774933449.148401,800,12,1
2,Balance,1774933449.159058,827,9,1
6,WriteCheck,1774933449.168893,751,11,1
2,Balance,1774933449.177348,759,18,1
2,Balance,1774933449.187359,724,13,1
3,DepositChecking,1774933449.198389,703,15,1
4,SendPayment,1774933449.207646,752,17,1
4,SendPayment,1774933449.217358,810,14,1
6,WriteCheck,1774933449.228419,755,16,1
