Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Balance,1774502594.949219,1131,6,1
4,SendPayment,1774502594.960266,2048,2,1
3,DepositChecking,1774502594.969828,2915,7,1
3,DepositChecking,1774502594.979045,1074,0,1
5,TransactSavings,1774502594.990330,877,3,1
3,DepositChecking,1774502595.000017,717,8,1
6,WriteCheck,1774502595.010082,706,1,1
4,SendPayment,1774502595.018090,995,5,1
2,Balance,1774502595.029053,591,9,1
3,DepositChecking,1774502595.040330,612,10,1
4,SendPayment,1774502595.049015,632,14,1
3,DepositChecking,1774502595.058082,612,13,1
4,SendPayment,1774502595.069064,699,11,1
4,SendPayment,1774502595.079067,651,12,1
3,DepositChecking,1774502595.090320,653,15,1
2,Balance,1774502595.099052,631,16,1
5,TransactSavings,1774502595.108083,589,17,1
1,Amalgamate,1774502595.119088,836,18,1
5,TransactSavings,1774502595.129054,855,19,1
6,WriteCheck,1774502595.140329,785,4,1
6,WriteCheck,1774502595.149041,389,6,1
2,Balance,1774502595.160348,380,2,1
1,Amalgamate,1774502595.168078,717,7,1
2,Balance,1774502595.179082,492,0,1
4,SendPayment,1774502595.188077,470,3,1
1,Amalgamate,1774502595.198076,826,8,1
3,DepositChecking,1774502595.210062,793,1,1
2,Balance,1774502595.218080,893,5,1
5,TransactSavings,1774502595.228088,350,9,1
2,Balance,1774502595.240570,712,10,1
4,SendPayment,1774502595.249049,680,14,1
2,Balance,1774502595.260342,778,13,1
2,Balance,1774502595.269043,749,11,1
5,TransactSavings,1774502595.280334,743,12,1
5,TransactSavings,1774502595.290055,646,15,1
3,DepositChecking,1774502595.300074,326,16,1
6,WriteCheck,1774502595.308076,924,17,1
3,DepositChecking,1774502595.318083,461,18,1
2,Balance,1774502595.329074,435,19,1
4,SendPayment,1774502595.338072,393,4,1
4,SendPayment,1774502595.348075,808,6,1
4,SendPayment,1774502595.358073,415,2,1
4,SendPayment,1774502595.369093,465,7,1
4,SendPayment,1774502595.379103,968,0,1
4,SendPayment,1774502595.389056,739,3,1
6,WriteCheck,1774502595.399101,528,8,1
4,SendPayment,1774502595.408089,486,1,1
6,WriteCheck,1774502595.419083,534,5,1
3,DepositChecking,1774502595.430055,562,9,1
3,DepositChecking,1774502595.439088,551,10,1
1,Amalgamate,1774502595.450389,818,14,1
4,SendPayment,1774502595.458111,557,13,1
2,Balance,1774502595.468128,614,11,1
1,Amalgamate,1774502595.480059,639,12,1
4,SendPayment,1774502595.490104,848,15,1
5,TransactSavings,1774502595.499090,2265,16,1
2,Balance,1774502595.508868,765,17,1
5,TransactSavings,1774502595.520446,2435,18,1
1,Amalgamate,1774502595.530029,727,19,1
2,Balance,1774502595.540127,828,4,1
6,WriteCheck,1774502595.550091,795,6,1
3,DepositChecking,1774502595.558875,2194,2,1
2,Balance,1774502595.570447,976,7,1
6,WriteCheck,1774502595.579116,999,0,1
1,Amalgamate,1774502595.588150,1018,3,1
3,DepositChecking,1774502595.600603,978,8,1
6,WriteCheck,1774502595.609996,1027,1,1
3,DepositChecking,1774502595.619008,634,5,1
1,Amalgamate,1774502595.628879,1290,9,1
4,SendPayment,1774502595.638101,603,10,1
5,TransactSavings,1774502595.650600,523,14,1
3,DepositChecking,1774502595.659034,495,13,1
3,DepositChecking,1774502595.669063,510,11,1
1,Amalgamate,1774502595.679975,613,12,1
6,WriteCheck,1774502595.690121,672,15,1
6,WriteCheck,1774502595.700124,4908,16,1
6,WriteCheck,1774502595.709600,540,17,1
4,SendPayment,1774502595.720198,474,18,1
5,TransactSavings,1774502595.729027,1229,19,1
1,Amalgamate,1774502595.740234,772,4,1
6,WriteCheck,1774502595.750081,595,6,1
5,TransactSavings,1774502595.759106,558,2,1
4,SendPayment,1774502595.768093,621,7,1
6,WriteCheck,1774502595.778110,646,0,1
6,WriteCheck,1774502595.790015,1163,3,1
2,Balance,1774502595.799939,801,8,1
4,SendPayment,1774502595.809945,1316,1,1
5,TransactSavings,1774502595.820214,781,5,1
1,Amalgamate,1774502595.829094,662,9,1
2,Balance,1774502595.838591,497,10,1
4,SendPayment,1774502595.850485,862,14,1
4,SendPayment,1774502595.858204,901,13,1
5,TransactSavings,1774502595.870588,858,11,1
4,SendPayment,1774502595.879987,904,12,1
2,Balance,1774502595.890140,900,15,1
